stop_id,route_type_id
456299,0
270047,0
485412,0
93004,0
370796,0
437020,0
261364,0
542410,0
374290,0
634095,0
69927,0
146464,0
665412,0
177098,0
560904,0
434348,0
346702,0
556565,0
157329,0
593891,0
625088,0
434060,0
317834,0
518335,0
147252,0
289310,0
439112,0
604093,0
68528,0
51457,0
518855,0
299221,0
598380,0
242961,0
400928,0
23539,0
117925,0
593048,0
337884,0
545639,0
519249,0
306198,0
335934,0
126892,0
103328,0
630837,0
394945,0
550563,0
112547,0
452003,0
250233,0
15352,0
1485,0
205289,0
621544,0
283320,0
580687,0
73341,0
289096,0
412716,0
514045,0
447954,0
15388,0
461701,0
426701,0
166240,0
304142,0
251150,0
614194,0
399397,0
560911,0
517132,0
610701,0
533964,0
536716,0
399913,0
615059,0
617263,0
499709,0
180730,0
163085,0
79132,0
294378,0
174575,0
480615,0
16536,0
667831,0
363892,0
56576,0
587334,0
313590,0
249401,0
65956,0
93035,0
478142,0
78350,0
252218,0
196059,0
492583,0
130503,0
536379,0
397598,0
485821,0
469726,0
347519,0
176619,0
78871,0
569548,0
76578,0
397250,0
105618,0
107894,0
7222,0
370600,0
97977,0
155266,0
71426,0
249157,0
589449,0
631766,0
42829,0
430166,0
497745,0
242246,0
327986,0
460275,0
145850,0
403514,0
479077,0
149910,0
632791,0
343119,0
380225,0
132295,0
661644,0
64885,0
599983,0
484352,0
51214,0
552052,0
370450,0
118331,0
176521,0
127694,0
246181,0
421376,0
25774,0
340434,0
3529,0
186260,0
528580,0
631222,0
566789,0
350118,0
480094,0
583839,0
470898,0
366897,0
64361,0
117291,0
159043,0
655055,0
17093,0
469961,0
416896,0
550379,0
389269,0
18593,0
146786,0
103885,0
255625,0
514757,0
426844,0
255140,0
465241,0
122851,0
310525,0
480890,0
79091,0
115932,0
236744,0
289242,0
408268,0
444267,0
181656,0
236943,0
165826,0
326346,0
478219,0
257341,0
546080,0
553839,0
285065,0
251431,0
382987,0
594366,0
521049,0
18844,0
537669,0
471309,0
661378,0
290307,0
501984,0
502427,0
384843,0
395861,0
38879,0
643150,0
132133,0
272879,0
46560,0
551680,0
28684,0
127357,0
434601,0
505639,0
505524,0
244101,0
2290,0
150814,0
93099,0
428466,0
324560,0
104416,0
